Fundo,Notação,Documento,Abordagem,Local de produção,Data de produção,Técnica,Suporte,Formato,Cromia,Idioma,N. Itens,N. exemplares,Extensão,Responsável (1),Tipo de responsabilidade (1),Responsável (2),Tipo de responsabilidade (2),Responsáveis (3),Tipo de responsabilidade (3),Atividade/evento (1),Especificação (1),Local (1),Data ou período (1),Atividade/evento (2),Especificação (2),Local (2),Data  ou período (2),Descritores,Descritores,Descritores,Descritores,Referência,Observações
SBP,4.7.4,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Relacionamento familiar,-,s.l.,s.d.,,,,,Anna Barnsley Pessoa,Samuel Barnsley Pessoa,Leonel Pessoa,,,
SBP,4.7.5,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Relacionamento familiar,-,-,-,,,,,,,,,,
SBP,4.7.6,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,-,-,-,-,,,,,,,,,,
SBP,4.7.7,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,-,-,-,-,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,Acompanha negativo. Ver: 4.52.1
SBP,4.7.8,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Concurso,Concurso para provimento da cadeira de Parasitologia - Faculdade de Medicina da Universidade de São Paulo ,São Paulo (SP),1931,,,,,Samuel Barnsley Pessoa,,,,,
SBP,4.8.1,Reportagem fotográfica,Serial,Pyongyang (Coreia do Norte),1952,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,18,1,18f,,,,,,,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,1952,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,
SBP,4.9.1,Reportagem fotográfica,Serial,China e Coreia,1952,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,4,1,4f,,,,,,,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,1952,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,
SBP,4.9.2,Retrato,Unitária,Pequim (China),19/9/1952,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,1952,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,K. T. Ting,,,
SBP,4.9.3,Retrato,Unitária,China ,1952,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,1952,,,,,,,,,,
SBP,4.9.4,Retrato,Unitária,China ,1952,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,1952,,,,,Yen Jen-Ying,,,,,
SBP,4.10.1,Reportagem fotográfica,Serial,China e Coreia,1958,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,25,1,25f,,,,,,,Viagem ,Viagem à China e à Coreia,China e Coreia,1958,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,
SBP,4.11.1,Reportagem fotográfica,Serial,China ,1958,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,9,1,9f,,,,,,,Viagem ,Viagem à China e à Coreia,China e Coreia,1958,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,
SBP,4.12.1,Coletânea de fotomicrografias,Serial,São Paulo (SP),s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,8,1,8f,,,,,,,Pesquisa,Toxoplasma em camundongos,São Paulo (SP),s.d.,,,,,Instituto Adolfo Lutz,,,,,
SBP,4.13.1 - 4.14.1,Coletânea de fotomicrografias,Serial,São Paulo (SP),1968 - 1971 ,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,16,1,16f,,,,,,,Pesquisa,Ovos de Ascaris,São Paulo (SP),1968 - 1971,,,,,Instituto Adolfo Lutz. Serviço de microfotografia,Universidade de São Paulo. Faculdade de Medicina. Seção de desenho e fotografia,,,,
SBP,4.15.1,Coletânea de fotomicrografias,Serial,São Paulo (SP),1964 - 1968,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,9,1,9f,,,,,,,Pesquisa,Trypanosoma cruzi,São Paulo (SP),1964 - 1968,,,,,Instituto Adolfo Lutz,,,,,
SBP,4.16.1 - 4.17.1,Coletânea de fotomicrografias,Serial,s.l.,1974,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,17,1,17f,,,,,,,Pesquisa,Parasitologia em peixes,s.l.,1974,,,,,,,,,,Acompanha negativos. Ver 5.1.4 
SBP,4.18.1,Coletânea de fotomicrografias,Serial,São Paulo (SP),1973 - 1974 ,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,11,1,11f,,,,,,,Pesquisa,Hemogregarinas de Teju,São Paulo (SP),1973 - 1974,,,,,Instituto Adolfo Lutz. Serviço de microfotografia,,,,,
SBP,4.19.1,Coletânea de fotomicrografias,Serial,São Paulo (SP),1967 - 1968,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,4,1,4f,,,,,,,Pesquisa,Experiências com Trypanosoma cruzi em sanguessugas e triatoma de rãs e cobras,São Paulo (SP),1967 - 1968,,,,,Instituto Adolfo Lutz. Serviço de microfotografia,,,,,Acompanha negativos. Ver 5.1.2
SBP,4.20.1,Coletânea de fotomicrografias,Serial,São Paulo (SP),1967,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,10,1,10f,,,,,,,Pesquisa,Hemogregarinas em cobras picadas por barbeiros,São Paulo (SP),1967,,,,,Instituto Adolfo Lutz. Serviço de microfotografia,,,,,
SBP,4.21.1 - 4.23.1,Reportagem fotográfica,Serial,Brotas de Macaúbas (BA),abr/64,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,27,1,27f,,,,,,,Pesquisa,-,Brotas de Macaúbas (BA),1964,,,,,,,,,,
SBP,4.24.1 - 4.25.1,Coletânea de fotomicrografias,Serial,São Paulo (SP),1967,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,21,1,21f,,,,,,,Pesquisa,Barbeiros que picaram cobras com hemogregarina,São Paulo (SP),1967,,,,,Instituto Adolfo Lutz. Serviço de microfotografia,,,,,Acompanha negativos. Ver 5.1.1. Anexo: envelope (4.24.1a) 
SBP,4.26.1 - 4.28.1,Coletânea de fotomicrografias,Serial,s.l.,1968 - 1974,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,29,1,29f,,,,,,,Pesquisa,Hemogregarinas de Teju,São Paulo (SP),1968 - 1974,,,,,,,,,,
SBP,4.29.1 - 4.30.1,Coletânea de fotomicrografias,Serial,s.l.,1974,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,22,1,22f,,,,,,,Pesquisa,Parasitologia em peixes (Toddia),s.l.,1974,,,,,,,,,,Acompanha negativos. Ver 5.2.1
SBP,4.31.1,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,-,-,-,-,,,,,Augusto Militão Pacheco,,,,,
SBP,4.31.2,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Relacionamento familiar,-,s.l.,s.d.,,,,,Jovina Álvares Pessoa,,,,,
SBP,4.31.3,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,5,1f,,,,,,,-,-,-,-,,,,,Samuel Barnsley Pessoa,,,,,
SBP,4.31.4,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,-,-,-,-,,,,,Samuel Barnsley Pessoa,,,,,
SBP,4.31.5,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Cores,,1,1,1f,,,,,,,Relacionamento familiar,-,s.l.,s.d.,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,Acompanha negativos. Ver 5.1.3
SBP,4.31.6,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Cores,,1,1,1f,,,,,,,Relacionamento familiar,-,s.l.,s.d.,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,Acompanha negativos. Ver 5.1.3
SBP,4.32.1,Retrato,Unitária,São Paulo (SP),s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Relacionamento familiar,-,s.l.,s.d.,,,,,Anna Barnsley Pessoa,,,,,
SBP,4.32.2,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Relacionamento familiar,-,s.l.,s.d.,,,,,Anna Barnsley Pessoa,Leonel Pessoa,Samuel Barnsley Pessoa,,,
SBP,4.32.3,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,-,-,-,-,,,,,,,,,,
SBP,4.32.4,Retrato,Unitária,São Paulo (SP),s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Relacionamento familiar,-,s.l.,s.d.,,,,,,,,,,
SBP,4.32.5,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Relacionamento familiar,-,s.l.,s.d.,,,,,,,,,,
SBP,4.32.6,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Relacionamento familiar,-,s.l.,s.d.,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,
SBP,4.32.7,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Relacionamento familiar,-,s.l.,s.d.,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,
SBP,4.33.1,Retrato,Unitária,Londrina (PR),4/6/1968,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Relacionamento profissional,-,Londrina (PR),1968,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,Departamento Nacional de Endemias Rurais,,,
SBP,4.34.1 - 4.50.1,Coletânea de fotomicrografias,Serial,s.l.,1962 - 1976,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,169,1,171 fotos,,,,,,,Pesquisa,-,s.l.,1962 - 1976,,,,,Instituto Adolfo Lutz. Serviço de microfotografia,Universidade de São Paulo. Faculdade de Medicina. Seção de desenho e fotografia,,,,Acompanha negativos. Ver 5.3.1
SBP,4.51.1,Macrofotografia,Unitária,São Paulo (SP),28/6/1961,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Pesquisa,-,São Paulo (SP),s.d.,,,,,Instituto Adolfo Lutz,,,,,
SBP,4.51.2,Retrato,Unitária,Belém (PA) ,out/53,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Campanha,"Campanha contra a filariose, promovida pelo Serviço Nacional de Malária",s.l.,1953,,,,,Serviço Nacional de Malária. Campanha contra a Filariose,,,,,
SBP,4.51.3,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Pesquisa,Doença de Chagas (Sinal de Romaña),s.l.,s.d.,,,,,,,,,,Acompanha negativo (vidro). Ver 8.1.1
SBP,4.51.4,Retrato,Unitária,Belém (PA) ,1953,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Campanha,"Campanha contra a filariose, promovida pelo Serviço Nacional de Malária",s.l.,1953,,,,,Serviço Nacional de Malária. Campanha contra a Filariose,,,,,
SBP,4.51.5,Macrofotografia,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Pesquisa,-,s.l.,s.d.,,,,,,,,,,
SBP,4.52.1,Fotomicrografia,Serial,s.l.,1973 - 1974,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,7,1,7f,,,,,,,Pesquisa,,s.l.,1973-1974,,,,,Instituto Adolfo Lutz. Serviço de microfotografia,,,,,
SBP,4.53.1,Retrato,Unitária,Recife (PE),23/9/1936,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Homenagem,Homenagem prestada pela Sociedade de Internos dos Hospitais de Recife a Samuel Barnsley Pessoa,Recife (PE),23/9/1936,,,,,,,,,,
SBP,4.54.1,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Concurso,Concurso para provimento da cadeira de Parasitologia - Faculdade de Medicina da Universidade de São Paulo ,São Paulo (SP),1931,,,,,Samuel Barnsley Pessoa,,,,,
SBP,4.55.1,Retrato,Unitária,Carnaubais (PI),s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Missão,Missão no Piauí ,Carnaubais (PI),s.d.,,,,,,,,,,
SBP,4.56.1,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Formatura,Formatura de Samuel Barnsley Pessoa na Faculdade de Medicina e Cirurgia de São Paulo ,São Paulo (SP),1922,,,,,Samuel Barnsley Pessoa,,,,,
SBP,4.56.2,Fotomicrografia,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Pesquisa,,,,,,,,,,,,,
SBP,4.56.3,Fotomicrografia,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Pesquisa,,,,,,,,,,,,,
SBP,4.56.4,Fotomicrografia,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Pesquisa,,,,,,,,,,,,,
SBP,4.56.5,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Cores,,1,1,1f,,,,,,, -,,,,,,,,,,,,,
SBP,4.56.6,Coletânea de fotomicrografias,Serial,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,2,1,2f,,,,,,,Pesquisa,,,,,,,,,,,,,
SBP,4.57.1,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Filme,Tira,Preto e branco,,1,1,1 fotograma,,,,,,,-,-,-,-,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,Ver: 4.7.7 
SBP,4.57.2,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Filme,Tira,Preto e branco,,1,1,1 fotograma,,,,,,,-,-,-,-,,,,,Samuel Barnsley Pessoa,,,,,Ver: 4.6.3
SBP,5.1.1,Coletânea de fotomicrografias,Serial,São Paulo (SP),1967,Fotografia analógica,Filme,Fotograma,,,4,1,"4 fotogramas, 1 tira",,,,,,,Pesquisa,Barbeiros que picaram cobras com hemogregarina,São Paulo (SP),1967,,,,,Instituto Adolfo Lutz. Serviço de microfotografia,,,,,Ver 4.24.1 - 4.25.1 
SBP,5.1.2,Coletânea de fotomicrografias,Serial,São Paulo (SP),1967 - 1968,Fotografia analógica,Filme,Fotograma,,,3,1,"3fotogramas, 1 tira",,,,,,,Pesquisa,Experiências com Trypanosoma cruzi em sanguessugas e triatoma de rãs e cobras,São Paulo (SP),1967 - 1968,,,,,Instituto Adolfo Lutz. Serviço de microfotografia,,,,,Ver 4.19.1  
SBP,5.1.3,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Filme,Fotograma,,,4,1,"4 fotogramas, 1 tira",,,,,,,Relacionamento familiar,-,s.l.,s.d.,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,"Ver: 4.31.5, 4.31.6"
SBP,5.1.4,Coletânea de fotomicrografias,Serial,s.l.,s.d.,Fotografia analógica,Filme,Fotograma,,,19,1,"19 fotogramas, 6 tiras",,,,,,,Pesquisa,Parasitologia em peixes,s.l.,s.d.,,,,,,,,,,"Ver 4.16.1, 4.17.1"
SBP,5.1.5,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Filme,Fotograma,,,1,1,"1 fotograma, 1 tira",,,,,,,Concurso,Concurso para provimento da cadeira de Parasitologia - Faculdade de Medicina da Universidade de São Paulo ,São Paulo (SP),1931,,,,,Samuel Barnsley Pessoa,,,,,Ver 4.1.2
SBP,5.1.6,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Filme,Fotograma,,,1,1,"1 fotograma, 1 tira",,,,,,,-,-,-,-,,,,,Samuel Barnsley Pessoa,,,,,Ver 4.6.1
SBP,5.2.1,Coletânea de fotomicrografias,Serial,s.l.,s.d.,Fotografia analógica,Filme,Fotograma,,,22,1,"22 fotogramas, 6 tiras",,,,,,,Pesquisa,Parasitologia em peixes (Toddia),São Paulo (SP),1974,,,,,,,,,,"Ver 4.29.1, 4.30.1"
SBP,5.2.2,Ilustrações ,Serial,s.l.,s.d.,Fotografia analógica,Filme,Fotograma,,,6,1,"6 fotogramas, 2 tiras",,,,,,,Publicação,Parasitologia médica,Rio de Janeiro (RJ),1974,,,,,,,,,,
SBP,5.3.1,Coletânea de fotomicrografias,Serial,s.l.,24/10/1974,Fotografia analógica,Filme,Fotograma,,,47,1,"47 fotogramas, 10 tiras",,,,,,,Pesquisa,-,s.l.,1962 - 1976,,,,,Instituto Adolfo Lutz. Serviço de microfotografia,Universidade de São Paulo. Faculdade de Medicina. Seção de desenho e fotografia,,,,Ver 4.34.1 - 4.50.1
SBP,5.4.1 - 5.5.1,Ilustrações ,Serial,s.l.,s.d.,Fotografia analógica,Filme,Fotograma,,,71,1,"71 fotogramas, 27 tiras",,,,,,,Publicação,Parasitologia médica,Rio de Janeiro (RJ),1974,,,,,,,,,,
SBP,5.6.1,Coletânea de fotomicrografias,Serial,s.l.,21/7/1974,Fotografia analógica,Filme,Fotograma,,,18,1,"18 fotogramas, 6 tiras",,,,,,,Pesquisa,-,s.l.,1962 - 1976 ,,,,,Instituto Adolfo Lutz. Serviço de microfotografia,Universidade de São Paulo. Faculdade de Medicina. Seção de desenho e fotografia,,,,Ver 4.34.1 - 4.50.1
SBP,6.1.1,Artigo,Unitária,São Paulo - SP,1975,Impressão,Papel,Encadernação,,,1,1,6f,Samuel Barnsley Pessoa,Autor,Persio de Biasi,Autor,,,Publicação,"""Sobre uma hemogregarina e um tripanossomo de peixe do mar de São Paulo (Brasil)""",São Paulo (SP),1975,,,,,,,,,"BIASI, P; PESOA, S. B. Sobre uma hemogregarina e um tripanossomo de peixe do mar de São Paulo (Brasil). In: Memórias do Instituro Butantan, v. 39, 1975, pp. 79-83.",
SBP,6.1.2,Artigo,Unitária,São Paulo - SP,1975,Impressão,Papel,Encadernação,,,1,1,18f,Samuel Barnsley Pessoa,Autor,Persio de Biasi,Autor,"Giuseppe Puorto, Wilson Fernandes",Autor,Publicação,"""Nota sobre formas evolutivas de Trypanosoma de serpentes em meio de cultura""",São Paulo (SP),1975,,,,,,,,,"BIASI, P; PESOA, S. B. Nota sobre formas evolutivas de Trypanosoma de serpentes em meio de cultura. In: Memórias do Instituro Butantan, v. 39, 1975, pp. 85-101.",Anexo: Cartão de encaminhamento ???
SBP,6.1.3,Artigo,Unitária,São Paulo - SP,1968,Impressão,Papel,Encadernação,,,1,1,7f,Hamilton Ribeiro,Autor,Samuel Barnsley Pessoa,Entrevistado,,,Pesquisa,Instituto Butantan,São Paulo (SP),1968 - 1975 ,,,,,,,,,"RIBEIRO, H. ""Do que morre o Brasil?"". Revista Realidade. São Paulo: Editora Abril, janeiro de 1968. pp. 104-111",
SBP,6.1.4,Diário,Unitária,s.l.,s.d.,Manuscritura,Papel,Encadernação,,,1,1,65f,Samuel Barnsley Pessoa,Autor,,,,, - ,,,,,,,,,,,,,
SBP,6.1.5,Livro,Unitária,Pequim - China, -/-/1952,Impressão,Papel,Encadernação,,"Chinês, Inglês",1,1,85f,,,,,,,Participção em Congresso,Congresso dos Povos pela Paz,Viena - Áustria,1952,,,,,,,,,"CHINA. New China. Pequim: Foreign Language Press, 1952.",
SBP,6.1.6,Relatório,Unitária,Pequim - China, 31/08/1952,Impressão,Papel,Encadernação,,"Fracês, Chinês, Inglês, Russo ",1,1,235f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Relatório da comissão científica internacional para a averiguação dos fatos concernentes à guerra bacteriológica na Coréia e na China""",China e Coréia,1952,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,1952,,,,,"PESSOA, S. B. et alli. Relatório da comissão científica internacional para a averiguação dos fatos concernentes à guerra bacteriológica na Coréia e na China. Pequim: s.d.e. 1952",
SBP,6.1.7,Livro,Unitária,Rio de Janeiro - RJ, -/-/1954,Impressão,Papel,Encadernação,,Português,1,1,1026p,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Parasitologia Médica"" (4ª ed.)",Rio de Janeiro - RJ,1954,,,,,,,,,"PESSOA, S. B. Parasitologia Médica. 4ª ed. Rio de Janeiro: Guanabara-Koogan, 1954. ",
SBP,6.1.8,Livro,Unitária,Rio de Janeiro - RJ, -/-/1969,Impressão,Papel,Encadernação,,Português,1,1,943p,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Parasitologia Médica"" (7ª ed.)",Rio de Janeiro - RJ,1969,,,,,,,,,"PESSOA, S. B. Parasitologia Médica. 7ª ed. Rio de Janeiro: Guanabara-Koogan, 1969. ",
SBP,6.1.9,Livro,Unitária,Rio de Janeiro - RJ, -/-/1974,Impressão,Papel,Encadernação,,Português,1,1,1002p,Samuel Barnsley Pessoa,Autor,Amílcar Vianna Martins,Autor,,,Publicação,"""Parasitologia Médica"" (9ª ed.)",Rio de Janeiro - RJ,1974,,,,,,,,,"PESSOA, S. B.; MARTINS, A. V. Parasitologia Médica. 9ª ed. Rio de Janeiro: Guanabara-Koogan, 1974. ",
SBP,6.1.10,Livro,Unitária,São Paulo - SP, -/-/1952,Impressão,Papel,Encadernação,,Português,1,1,139p,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Elementos de Zoologia (invertebrados)""",São Paulo (SP),0/0/1952,,,,,,,,,"PESSOA, S. B. Elementos de Zoologia (invertebrados). 1ª edição. São Paulo: Departamento de Publicações da Faculdade de Medicina da USP. 1952.",
SBP,6.1.11,Catálogo de Obras,Unitária,São Paulo - SP,s.d.,Manuscritura,Papel,Encadernação,,Português,1,1,100f,,,,,,, -,,,,,,,,,,,,,
SBP,6.1.12,Catálogo de Obras,Unitária,São Paulo - SP,s.d.,Manuscritura,Papel,Encadernação,,Português,1,1,100f,,,,,,, -,,,,,,,,,,,,,
SBP,6.1.13,Álbum de fotografias,Serial,s.l.,s.d.,Fotografia Analógica,papel emulsionado,Encadernação,Preto e Branco,,1,1,9f/39 fotogramas,,,,,,, - ,,,,,,,,,,,,,
SBP,7.1.1,Livro,Unitária,Rio de Janeiro - RJ,s.d.,Impressão,Papel,Encadernação,,Português,1,1,128p,Letelba Rodrigues de Britto,Autor,,,,,Publicação,"""Um Brasileiro na Coréia"" (1ª ed.)",Rio de Janeiro - RJ,s.d.,,,,,,,,,"BRITTO, L. B. de. Um Brasileiro na Coréia. Rio de Janeiro: Edições Contemporâneas, s.d., 128 p.","Capa e contracapa desprendidas, páginas rasgadas."
SBP,7.1.2,Livro,Unitária,São Paulo - SP,s.d.,Impressão,Papel,Encadernação,,Português,1,1,44p,Paulo Cavalcanti,Autor,,,,,Publicação,"""Os Equívocos de Caio Prado Júnior""",São Paulo (SP),s.d.,,,,,,,,,"CAVALCANTI, Paulo. Os Equívocos de Caio Prado Júnior. São Paulo: Ed. Argumentos, Coleção Estudos Brasileiros nº 1, s.d. 44 p.",Capa e contracapa desprendidas.
SBP,7.1.3,Livro,Unitária,São Paulo - SP, -/1949,Impressão,Papel,Encadernação,,Português,1,1,582p,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Problemas Brasileiros de Higiene Rural""",São Paulo (SP),1949,,,,,,,,,"PESSOA, S. B. Problemas brasileiros de Higiene Rural. São Paulo: Faculdade de Medicina da Universidade de São Paulo, 1949.",
SBP,7.1.4,Discurso,Unitária,São Paulo - SP, 01/1949,Impressão,Papel,Encadernação,,Português,1,1,6p,Samuel Barnsley Pessoa,Autor,,,,,Formatura,Formatura da turma de 1940 da Faculdade de Medicina da USP,São Paulo (SP),1940,,,,,,,,,"PESSOA, S. B. Discurso proferido pelo Prof. Samuel B. Pessoa ao paraninfar os doutorandos de 1940. In. Revista de Medicina. São Paulo: Centro Acadêmico ""Oswaldo Cruz"" da Faculdade de Medicina da Universidade de São Paulo, vol. 25, nº 85, janeiro de 1941.",
SBP,7.1.5,Artigo,Unitária,São Paulo - SP,jan/43,Impressão,Papel,Encadernação,,Português,1,1,2f,,,,,,,Homenagem,Homenagem prestada pela Revista de Medicina a Samuel Barnsley Pessoa,São Paulo (SP),1943,,,,,,Revista de Medicina (USP),,,,
SBP,7.1.6,Artigo,Unitária,São Paulo - SP,jan/43,Impressão,Papel,Encadernação,,Português,1,1,4f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Saneamento rural e grandes endemias""",São Paulo (SP),1943,,,,,,Revista de Medicina (USP),,,"PESSOA, S. B. Saneamento rural e grandes endemias. São Paulo: Revista de Medicina, v.27, n. 109, p.12-18, jan. 1943",
SBP,7.1.7,Editorial,Unitária,Rio de Janeiro - RJ,jan/56,Impressão,Papel,Encadernação,,Português,1,1,1f,Manoel José Ferreira,Autor,,,,,Aposentadoria,Homenagem da Revista Brasileira de Malariologia de Doenças Tropicais pela aposentadoria de Samuel Barnsley Pessoa,São Paulo (SP),1956,,,,,,,,,"FERREIRA, M. J. ""Este número é para Samuel Pessoa"". Revista Brasileira de Malariologia e Doenças Tropicais. Rio de Janeiro: Serviço Nacional de Malária, v. 8, nº 1, janeiro de 1956.",
